#! res.bias res.work
905.000000 32.778810 0.000506
907.500000 34.999788 0.000585
910.000000 35.589489 0.000778
912.500000 38.049998 0.001017
915.000000 37.227378 0.001293
917.500000 37.764798 0.000926
920.000000 39.965642 0.005789
922.500000 38.384122 0.003261
925.000000 35.748799 0.003189
927.500000 36.268389 0.000384
930.000000 35.319996 0.000260
932.500000 37.829470 0.000167
935.000000 39.674086 0.000241
937.500000 37.288902 0.000328
940.000000 36.578111 0.000258
942.500000 38.648281 0.000138
945.000000 39.176026 0.000229
947.500000 40.460858 0.000208
950.000000 40.972105 0.000358
952.500000 41.476175 0.000617
955.000000 40.748851 0.000168
957.500000 41.030552 0.001018
960.000000 41.826919 0.002724
962.500000 45.526295 0.003382
965.000000 49.570298 0.000656
967.500000 49.088061 0.000490
970.000000 46.556990 0.000868
972.500000 46.369875 0.000667
975.000000 41.185107 0.000639
977.500000 42.281526 0.000364
980.000000 44.019610 0.000273
982.500000 45.200220 0.000819
985.000000 45.993433 0.001847
987.500000 46.599893 0.000857
990.000000 47.590882 0.001499
992.500000 48.039002 0.000477
995.000000 47.850003 0.000515
997.500000 48.579816 0.003043
1000.000000 48.532966 0.003001
1002.500000 46.488731 0.000629
1005.000000 48.392425 0.003227
1007.500000 51.757788 0.006907
1010.000000 50.161421 0.000702
1012.500000 48.388907 0.000697
1015.000000 51.273057 0.000479
1017.500000 54.168487 0.000711
1020.000000 54.251636 0.000351
1022.500000 57.674465 0.000167
1025.000000 57.003132 0.000346
1027.500000 56.650767 0.000425
1030.000000 53.580662 0.000202
1032.500000 54.192195 0.002092
1035.000000 54.530053 0.000623
1037.500000 55.037805 0.000778
1040.000000 52.439540 0.000272
1042.500000 54.171736 0.000553
1045.000000 52.871918 0.000286
1047.500000 56.310266 0.000951
1050.000000 58.098326 0.002083
1052.500000 58.171438 0.000618
1055.000000 56.460788 0.000280
1057.500000 57.270405 0.000892
1060.000000 57.705662 0.000405
1062.500000 56.725874 0.003848
1065.000000 55.840423 0.003111
1067.500000 61.229163 0.000431
1070.000000 66.048259 0.000863
1072.500000 68.743151 0.000123
1075.000000 68.637539 0.000157
1077.500000 70.188494 0.000176
1080.000000 72.610530 0.000064
1082.500000 69.612687 0.000084
1085.000000 71.336834 0.000225
1087.500000 74.229567 0.000067
1090.000000 68.964023 0.001885
1092.500000 64.930775 0.000227
1095.000000 67.089686 0.000299
1097.500000 71.777247 0.000613
1100.000000 69.149425 0.000114
1102.500000 70.690000 0.000443
1105.000000 71.662488 0.000074
1107.500000 72.728652 0.000361
1110.000000 70.427453 0.000473
1112.500000 69.971488 0.000269
1115.000000 66.078044 0.000790
1117.500000 68.045129 0.000979
1120.000000 68.282513 0.000283
1122.500000 67.705247 0.000213
1125.000000 67.487462 0.000405
1127.500000 64.585353 0.000315
1130.000000 65.049753 0.003192
1132.500000 67.727080 0.000874
1135.000000 69.010290 0.000091
1137.500000 70.303675 0.000475
1140.000000 69.367320 0.000281
1142.500000 65.752053 0.004787
1145.000000 64.978736 0.001738
1147.500000 66.735336 0.000798
1150.000000 67.718999 0.000215
1152.500000 66.458582 0.000326
1155.000000 67.855179 0.000278
1157.500000 68.250267 0.000146
1160.000000 70.615507 0.000068
1162.500000 69.091042 0.000242
1165.000000 70.016162 0.000347
1167.500000 68.284667 0.000436
1170.000000 68.056978 0.000474
1172.500000 67.858040 0.000412
1175.000000 70.701200 0.001094
1177.500000 69.710994 0.002910
1180.000000 69.709087 0.000869
1182.500000 72.434221 0.000278
1185.000000 69.755524 0.000192
1187.500000 69.453958 0.000515
1190.000000 74.196711 0.000414
1192.500000 74.016165 0.000207
1195.000000 72.706401 0.001296
1197.500000 71.641611 0.001669
1200.000000 72.123690 0.000569
1202.500000 74.974010 0.000677
1205.000000 76.946161 0.000115
1207.500000 78.897244 0.000131
1210.000000 82.171828 0.000347
1212.500000 78.698534 0.001488
1215.000000 82.262191 0.000078
1217.500000 84.482657 0.000229
1220.000000 80.648498 0.000594
1222.500000 82.313657 0.001086
1225.000000 81.935087 0.001371
1227.500000 82.898503 0.002145
1230.000000 82.610216 0.000610
1232.500000 82.610980 0.001432
1235.000000 79.865663 0.000927
1237.500000 78.335253 0.000509
1240.000000 74.535819 0.000953
1242.500000 74.991914 0.000309
1245.000000 75.285080 0.000179
1247.500000 79.115526 0.001399
1250.000000 76.407630 0.000236
1252.500000 77.647388 0.000209
1255.000000 81.271479 0.000720
1257.500000 79.600137 0.001096
1260.000000 76.708983 0.000869
1262.500000 80.727143 0.000860
1265.000000 83.685047 0.000447
1267.500000 86.618141 0.000442
1270.000000 86.460976 0.000795
1272.500000 86.038980 0.000390
1275.000000 83.097841 0.000122
1277.500000 80.518529 0.000262
1280.000000 78.727111 0.000464
1282.500000 76.663060 0.000121
1285.000000 81.128987 0.000379
1287.500000 82.165577 0.000404
1290.000000 82.296951 0.000470
1292.500000 82.328891 0.000716
1295.000000 81.425355 0.000947
1297.500000 81.969210 0.000960
1300.000000 81.120659 0.000262
1302.500000 82.396526 0.000327
1305.000000 82.002835 0.000367
1307.500000 81.829044 0.007691
1310.000000 81.928744 0.000274
1312.500000 80.012602 0.000166
1315.000000 78.400733 0.000202
1317.500000 78.615794 0.000493
1320.000000 82.793401 0.001262
1322.500000 83.010734 0.000192
1325.000000 83.254657 0.000576
1327.500000 81.624514 0.001082
1330.000000 86.396323 0.001388
1332.500000 88.213423 0.000292
1335.000000 87.553171 0.003762
1337.500000 88.557550 0.000555
1340.000000 86.652766 0.000189
1342.500000 88.335610 0.000088
1345.000000 91.293598 0.000242
1347.500000 92.295146 0.000700
1350.000000 95.103573 0.003712
1352.500000 90.258207 0.001256
1355.000000 90.648762 0.003152
1357.500000 91.607585 0.000525
1360.000000 94.469228 0.000132
1362.500000 95.576826 0.000192
1365.000000 93.356273 0.000200
1367.500000 90.627666 0.000439
1370.000000 94.151080 0.000666
1372.500000 98.511846 0.001085
1375.000000 97.217452 0.000250
1377.500000 94.205362 0.000253
1380.000000 93.325010 0.000050
1382.500000 90.340764 0.000108
1385.000000 87.466949 0.000114
1387.500000 91.099672 0.000197
1390.000000 91.766213 0.000426
1392.500000 96.765272 0.000237
1395.000000 99.778149 0.000213
1397.500000 98.351363 0.000161
1400.000000 99.137612 0.000068
1402.500000 98.360999 0.000128
1405.000000 102.951467 0.000500
1407.500000 103.897917 0.000142
1410.000000 101.656510 0.000379
1412.500000 99.841262 0.000804
1415.000000 99.185409 0.000209
1417.500000 101.048615 0.000255
1420.000000 101.319762 0.000667
1422.500000 98.531275 0.000654
1425.000000 96.516821 0.000357
1427.500000 94.898303 0.000192
1430.000000 100.719475 0.000077
1432.500000 101.555182 0.002373
1435.000000 101.163821 0.001165
1437.500000 100.231210 0.001419
1440.000000 99.732758 0.009155
1442.500000 102.332862 0.000624
1445.000000 103.871970 0.000353
1447.500000 104.911567 0.001344
1450.000000 102.394278 0.000196
1452.500000 100.219408 0.000104
1455.000000 102.731778 0.001238
1457.500000 99.652112 0.000166
1460.000000 96.426824 0.000227
1462.500000 100.186830 0.000208
1465.000000 104.487980 0.001263
1467.500000 106.797645 0.000345
1470.000000 105.491104 0.000270
1472.500000 100.865660 0.000178
1475.000000 99.266557 0.000462
1477.500000 103.207109 0.007287
1480.000000 102.217054 0.004085
1482.500000 108.391872 0.000156
1485.000000 109.479372 0.001060
1487.500000 108.853777 0.003345
1490.000000 107.450312 0.011406
1492.500000 110.799070 0.007187
1495.000000 113.808388 0.000698
1497.500000 111.543181 0.000223
1500.000000 112.040727 0.000335
1502.500000 111.197807 0.002274
1505.000000 105.828627 0.000711
1507.500000 110.268563 0.000214
1510.000000 116.339938 0.000719
1512.500000 118.850518 0.000930
1515.000000 115.522644 0.000148
1517.500000 110.822087 0.000115
1520.000000 109.845869 0.000288
1522.500000 111.915822 0.000450
1525.000000 106.744254 0.000182
1527.500000 106.767109 0.000411
1530.000000 109.993146 0.000179
1532.500000 108.791239 0.000056
1535.000000 107.812706 0.000274
1537.500000 105.953558 0.001440
1540.000000 109.225060 0.001196
1542.500000 106.212901 0.000197
1545.000000 107.596471 0.000380
1547.500000 110.567808 0.000672
1550.000000 110.675829 0.000182
1552.500000 108.930738 0.000469
1555.000000 109.470070 0.000153
1557.500000 110.574396 0.000131
1560.000000 111.779103 0.000565
1562.500000 110.095551 0.001270
1565.000000 111.763559 0.000460
1567.500000 114.366857 0.000932
1570.000000 116.141238 0.000741
1572.500000 113.000939 0.001658
1575.000000 117.999361 0.001606
1577.500000 117.669783 0.000856
1580.000000 117.752516 0.000515
1582.500000 115.128518 0.000384
1585.000000 115.240614 0.002012
1587.500000 111.942947 0.004484
1590.000000 109.840151 0.006456
1592.500000 110.468625 0.002617
1595.000000 111.034498 0.002922
1597.500000 112.360108 0.001791
1600.000000 113.491315 0.000079
1602.500000 116.654528 0.000062
1605.000000 115.787278 0.000169
1607.500000 117.621019 0.000300
1610.000000 117.082465 0.000125
1612.500000 117.799738 0.000779
1615.000000 121.063338 0.000071
1617.500000 122.212275 0.000102
1620.000000 123.881801 0.001085
1622.500000 122.294318 0.000217
1625.000000 126.698679 0.000118
1627.500000 125.628189 0.000110
1630.000000 127.320506 0.000164
1632.500000 126.960664 0.000745
1635.000000 121.301479 0.000445
1637.500000 124.620285 0.000617
1640.000000 128.580159 0.000040
1642.500000 129.519234 0.000138
1645.000000 132.889654 0.000328
1647.500000 131.680499 0.000245
1650.000000 129.348874 0.000796
1652.500000 132.711301 0.000344
1655.000000 136.548667 0.000297
1657.500000 135.221353 0.000197
1660.000000 136.683639 0.000132
1662.500000 140.309152 0.000071
1665.000000 142.504621 0.000206
1667.500000 146.225342 0.000853
1670.000000 144.112245 0.000301
1672.500000 144.082609 0.000248
1675.000000 141.796787 0.000488
1677.500000 144.337962 0.000989
1680.000000 140.817102 0.000939
1682.500000 137.516786 0.002095
1685.000000 136.576898 0.001190
1687.500000 136.094360 0.000719
1690.000000 132.755220 0.002903
1692.500000 130.449222 0.000810
1695.000000 130.532204 0.000392
1697.500000 133.216032 0.000851
1700.000000 134.342750 0.000635
1702.500000 132.969527 0.000204
1705.000000 133.111823 0.000989
1707.500000 132.138972 0.000697
1710.000000 134.263355 0.000764
1712.500000 133.114145 0.000383
1715.000000 133.380458 0.000283
1717.500000 131.682062 0.000489
1720.000000 132.953295 0.000188
1722.500000 132.776125 0.000801
1725.000000 133.616912 0.000111
1727.500000 136.598547 0.000404
1730.000000 136.011428 0.000456
1732.500000 139.730992 0.000509
1735.000000 140.603530 0.000137
1737.500000 140.462711 0.000379
1740.000000 143.854424 0.000510
1742.500000 143.421480 0.000353
1745.000000 144.312713 0.001388
1747.500000 143.485534 0.004800
1750.000000 143.087723 0.017053
1752.500000 142.133526 0.004120
1755.000000 142.427043 0.000880
1757.500000 142.524239 0.000405
1760.000000 141.157166 0.000397
1762.500000 147.269915 0.000240
1765.000000 145.760462 0.000550
1767.500000 148.380543 0.000759
1770.000000 145.393025 0.000248
1772.500000 146.518305 0.000260
1775.000000 147.355712 0.000335
1777.500000 148.578921 0.003495
1780.000000 148.330833 0.001939
1782.500000 147.910420 0.000875
1785.000000 151.989047 0.000213
1787.500000 150.545903 0.000160
1790.000000 148.881109 0.000137
1792.500000 148.723796 0.000331
1795.000000 153.687804 0.000143
1797.500000 153.889277 0.001692
1800.000000 150.054039 0.000229
1802.500000 149.755852 0.000419
1805.000000 152.212989 0.000250
1807.500000 152.114494 0.000081
1810.000000 148.390815 0.000505
1812.500000 144.836250 0.000181
1815.000000 148.393967 0.000240
1817.500000 148.964090 0.000426
1820.000000 151.473282 0.005986
1822.500000 147.686333 0.000907
1825.000000 146.529781 0.005261
1827.500000 145.005764 0.005839
1830.000000 149.397386 0.012803
1832.500000 148.084585 0.010779
1835.000000 149.368730 0.001216
1837.500000 149.022945 0.003093
1840.000000 149.047397 0.001924
1842.500000 147.432436 0.008403
1845.000000 152.177607 0.002875
1847.500000 155.005526 0.000477
1850.000000 157.935266 0.002896
1852.500000 160.225379 0.000311
1855.000000 158.343361 0.000159
1857.500000 160.139496 0.000582
1860.000000 159.474299 0.001258
1862.500000 160.461973 0.000546
1865.000000 161.937945 0.001503
1867.500000 162.047905 0.006180
1870.000000 163.988314 0.004046
1872.500000 164.483551 0.002437
1875.000000 161.338587 0.000721
1877.500000 162.908578 0.001809
1880.000000 164.091610 0.000601
1882.500000 164.534923 0.000196
1885.000000 164.640815 0.000404
1887.500000 163.742141 0.000131
1890.000000 164.272349 0.000301
1892.500000 168.293960 0.000471
1895.000000 173.758357 0.000337
1897.500000 171.752351 0.000327
1900.000000 171.571152 0.000893
1902.500000 172.989537 0.000425
1905.000000 170.726877 0.000284
1907.500000 169.455952 0.000801
1910.000000 168.322948 0.008146
1912.500000 168.078766 0.002820
1915.000000 166.211799 0.000375
1917.500000 169.761091 0.003715
1920.000000 169.591319 0.001396
1922.500000 167.693405 0.004924
1925.000000 170.958896 0.000496
1927.500000 170.663443 0.001718
1930.000000 170.061445 0.000145
1932.500000 167.704652 0.000331
1935.000000 168.256035 0.000415
1937.500000 168.480089 0.000434
1940.000000 169.062175 0.000341
1942.500000 168.533108 0.000380
1945.000000 166.368106 0.000521
1947.500000 166.840801 0.001985
1950.000000 168.186056 0.001712
1952.500000 169.865481 0.002931
1955.000000 168.479728 0.011414
1957.500000 170.639376 0.004611
1960.000000 171.950302 0.001658
1962.500000 170.621370 0.000572
1965.000000 169.064963 0.000549
1967.500000 170.247686 0.001105
1970.000000 170.888691 0.001054
1972.500000 172.310421 0.003284
1975.000000 170.702309 0.002398
1977.500000 169.974730 0.000840
1980.000000 173.019933 0.002900
1982.500000 171.014148 0.000516
1985.000000 171.627464 0.000203
1987.500000 170.300401 0.000507
1990.000000 169.157162 0.000415
1992.500000 167.964689 0.000303
1995.000000 166.880649 0.000474
1997.500000 166.430072 0.000541
2000.000000 169.321643 0.000505
2002.500000 168.160794 0.001131
2005.000000 170.721822 0.003568
2007.500000 175.767861 0.000847
2010.000000 174.980222 0.000649
2012.500000 176.229382 0.000460
2015.000000 180.223575 0.001087
2017.500000 176.284980 0.000156
2020.000000 175.790264 0.000181
2022.500000 178.095135 0.000701
2025.000000 178.933719 0.001502
2027.500000 179.834490 0.009153
2030.000000 178.073852 0.005984
2032.500000 175.337134 0.001690
2035.000000 177.682132 0.001853
2037.500000 177.013421 0.000463
2040.000000 179.136943 0.002879
2042.500000 175.750453 0.001291
2045.000000 176.114530 0.001901
2047.500000 175.775486 0.001004
2050.000000 174.620942 0.000592
2052.500000 173.275471 0.001016
2055.000000 175.466417 0.009204
2057.500000 176.217418 0.008095
2060.000000 175.690426 0.006439
2062.500000 177.381237 0.001521
2065.000000 175.107699 0.000697
2067.500000 176.826272 0.001866
2070.000000 179.366363 0.001711
2072.500000 182.238089 0.002336
2075.000000 181.704850 0.001490
2077.500000 183.092790 0.000994
2080.000000 182.625249 0.000215
2082.500000 180.995356 0.000163
2085.000000 179.558592 0.000700
2087.500000 181.102826 0.000793
2090.000000 177.211553 0.000251
2092.500000 177.983332 0.000100
2095.000000 181.411936 0.001602
2097.500000 181.265884 0.000095
2100.000000 178.593104 0.000105
2102.500000 178.180627 0.000137
2105.000000 176.285423 0.000131
2107.500000 177.108546 0.000075
2110.000000 176.918708 0.000201
2112.500000 179.553432 0.000381
2115.000000 177.469888 0.000664
2117.500000 180.068011 0.000182
2120.000000 181.375750 0.000136
2122.500000 185.935815 0.000219
2125.000000 187.024586 0.000296
2127.500000 185.557035 0.000363
2130.000000 187.025042 0.001198
2132.500000 189.858847 0.000647
2135.000000 192.325356 0.000596
2137.500000 192.337257 0.000362
2140.000000 191.249718 0.000269
2142.500000 191.788306 0.000413
2145.000000 189.873406 0.000520
2147.500000 191.340674 0.000867
2150.000000 192.298502 0.002608
2152.500000 192.002614 0.001187
2155.000000 193.917684 0.003280
2157.500000 192.916529 0.001550
2160.000000 193.223857 0.003758
2162.500000 195.473837 0.002724
2165.000000 192.907530 0.000515
2167.500000 194.066129 0.001331
2170.000000 194.153056 0.001358
2172.500000 196.118152 0.000746
2175.000000 199.332999 0.000433
2177.500000 196.951047 0.000314
2180.000000 195.086012 0.000274
2182.500000 194.911551 0.000227
2185.000000 198.364482 0.000050
2187.500000 196.597474 0.000040
2190.000000 193.327821 0.000226
2192.500000 193.352403 0.000136
2195.000000 190.507541 0.000298
2197.500000 190.821396 0.001639
2200.000000 187.762428 0.003240
2202.500000 189.312194 0.001460
2205.000000 188.345383 0.000506
2207.500000 185.193439 0.000797
2210.000000 184.442869 0.000707
2212.500000 186.269879 0.000256
2215.000000 185.020264 0.000796
2217.500000 186.399543 0.001230
2220.000000 186.995703 0.003307
2222.500000 187.707969 0.010501
2225.000000 188.677177 0.009968
2227.500000 189.961529 0.006822
2230.000000 188.003905 0.002707
2232.500000 189.108113 0.003343
2235.000000 191.380171 0.001829
2237.500000 192.667603 0.003304
2240.000000 191.243013 0.005410
2242.500000 190.622312 0.005650
