#! res.bias res.work
905.000000 39.832307 0.000772
907.500000 38.058116 0.000434
910.000000 39.605921 0.001001
912.500000 41.604306 0.001156
915.000000 44.840159 0.000140
917.500000 43.634833 0.000498
920.000000 46.199146 0.000331
922.500000 43.511849 0.000299
925.000000 42.451635 0.000242
927.500000 46.569640 0.000908
930.000000 47.429096 0.000078
932.500000 44.547381 0.000166
935.000000 46.166953 0.000106
937.500000 45.611750 0.000267
940.000000 46.279596 0.000096
942.500000 43.932503 0.000286
945.000000 44.798418 0.000180
947.500000 46.150349 0.000312
950.000000 45.504417 0.000172
952.500000 43.271563 0.000120
955.000000 42.349339 0.000097
957.500000 44.668531 0.000345
960.000000 40.637162 0.000363
962.500000 40.665488 0.000222
965.000000 40.157073 0.000311
967.500000 43.129210 0.000762
970.000000 44.099031 0.000296
972.500000 43.941317 0.000213
975.000000 47.386926 0.000255
977.500000 48.153736 0.000259
980.000000 49.655177 0.000343
982.500000 45.745474 0.002013
985.000000 50.551328 0.005299
987.500000 50.729635 0.001659
990.000000 49.286523 0.000618
992.500000 48.988336 0.000351
995.000000 49.713921 0.000238
997.500000 48.786121 0.000175
1000.000000 49.615848 0.000320
1002.500000 53.174911 0.000736
1005.000000 52.817727 0.000938
1007.500000 50.028997 0.000172
1010.000000 49.255560 0.000380
1012.500000 53.150671 0.000292
1015.000000 50.303971 0.000652
1017.500000 49.082811 0.000179
1020.000000 53.347011 0.000813
1022.500000 53.215955 0.000592
1025.000000 56.179923 0.000918
1027.500000 55.039633 0.000500
1030.000000 53.741548 0.000765
1032.500000 52.834662 0.000279
1035.000000 54.446093 0.000175
1037.500000 55.791251 0.000524
1040.000000 55.359578 0.000496
1042.500000 53.434583 0.000453
1045.000000 50.840072 0.000145
1047.500000 49.452912 0.000590
1050.000000 50.338055 0.000566
1052.500000 50.682824 0.000351
1055.000000 52.007820 0.000804
1057.500000 50.892021 0.001217
1060.000000 52.587283 0.000756
1062.500000 52.012162 0.012069
1065.000000 48.179824 0.000124
1067.500000 51.689816 0.000159
1070.000000 51.209013 0.000160
1072.500000 49.492168 0.000164
1075.000000 49.957464 0.000844
1077.500000 53.439512 0.000272
1080.000000 52.242525 0.002514
1082.500000 54.863964 0.000953
1085.000000 54.511713 0.001173
1087.500000 54.008838 0.001006
1090.000000 53.851542 0.000732
1092.500000 57.431328 0.000598
1095.000000 59.827290 0.000593
1097.500000 59.982929 0.000929
1100.000000 59.440261 0.000996
1102.500000 57.415600 0.001371
1105.000000 58.605338 0.001135
1107.500000 56.311029 0.000627
1110.000000 53.562312 0.000366
1112.500000 55.103574 0.000100
1115.000000 58.593111 0.000136
1117.500000 57.541156 0.000460
1120.000000 62.841978 0.000507
1122.500000 63.437782 0.001865
1125.000000 59.585434 0.000285
1127.500000 57.834323 0.000267
1130.000000 61.386591 0.000128
1132.500000 66.045864 0.000472
1135.000000 67.230939 0.000471
1137.500000 66.766167 0.000290
1140.000000 68.310443 0.000846
1142.500000 67.738568 0.000631
1145.000000 70.525485 0.000656
1147.500000 72.942282 0.000885
1150.000000 72.852930 0.003755
1152.500000 77.274707 0.004407
1155.000000 81.684405 0.000637
1157.500000 78.794398 0.001978
1160.000000 79.222383 0.008362
1162.500000 75.094449 0.000763
1165.000000 77.455252 0.001480
1167.500000 77.527138 0.000543
1170.000000 80.699106 0.000397
1172.500000 81.136134 0.000438
1175.000000 81.324233 0.000395
1177.500000 80.568749 0.000297
1180.000000 76.509186 0.003283
1182.500000 75.237475 0.000248
1185.000000 78.525828 0.000066
1187.500000 77.834894 0.000052
1190.000000 80.554908 0.000134
1192.500000 79.303892 0.000294
1195.000000 78.247561 0.001856
1197.500000 80.644711 0.000475
1200.000000 79.986329 0.000131
1202.500000 82.594342 0.000298
1205.000000 82.208533 0.000595
1207.500000 81.642210 0.000277
1210.000000 78.691325 0.001979
1212.500000 77.150796 0.000508
1215.000000 79.077320 0.000351
1217.500000 81.755775 0.000315
1220.000000 86.415596 0.000692
1222.500000 84.035165 0.009237
1225.000000 85.747603 0.010527
1227.500000 86.241217 0.002031
1230.000000 85.938882 0.002365
1232.500000 86.116256 0.000108
1235.000000 88.826357 0.000563
1237.500000 89.098265 0.000757
1240.000000 85.846787 0.000316
1242.500000 87.649921 0.001950
1245.000000 87.060621 0.000168
1247.500000 89.056150 0.000306
1250.000000 89.989930 0.000436
1252.500000 91.785469 0.000519
1255.000000 91.560938 0.000353
1257.500000 87.633138 0.001047
1260.000000 84.017548 0.000708
1262.500000 83.693493 0.000834
1265.000000 82.973697 0.001978
1267.500000 87.503978 0.000383
1270.000000 90.740611 0.000292
1272.500000 94.125796 0.000120
1275.000000 92.538419 0.000334
1277.500000 92.086497 0.000163
1280.000000 90.717689 0.000497
1282.500000 93.473332 0.001533
1285.000000 94.356665 0.002436
1287.500000 95.772428 0.001405
1290.000000 97.588667 0.014634
1292.500000 95.623146 0.004461
1295.000000 93.655496 0.003711
1297.500000 94.647770 0.000661
1300.000000 99.792914 0.001053
1302.500000 94.825429 0.001251
1305.000000 92.640015 0.000280
1307.500000 92.113213 0.002385
1310.000000 87.493428 0.000325
1312.500000 85.496130 0.000222
1315.000000 87.572192 0.000278
1317.500000 85.955534 0.000126
1320.000000 87.307117 0.000474
1322.500000 89.424612 0.000132
1325.000000 91.268245 0.001115
1327.500000 90.846602 0.001272
1330.000000 90.017367 0.002035
1332.500000 90.760682 0.005194
1335.000000 90.835694 0.006798
1337.500000 92.920261 0.000066
1340.000000 96.518180 0.000156
1342.500000 93.634833 0.000249
1345.000000 96.007984 0.000061
1347.500000 99.775504 0.000647
1350.000000 98.954211 0.000878
1352.500000 97.822571 0.000152
1355.000000 95.171268 0.000381
1357.500000 92.826988 0.000444
1360.000000 90.259664 0.000680
1362.500000 92.604155 0.000389
1365.000000 89.966191 0.001963
1367.500000 91.518863 0.000208
1370.000000 91.468564 0.000380
1372.500000 89.957159 0.000384
1375.000000 90.916167 0.000578
1377.500000 95.933786 0.000425
1380.000000 92.083268 0.000391
1382.500000 93.912234 0.000168
1385.000000 97.498323 0.000318
1387.500000 92.953803 0.000339
1390.000000 92.868561 0.000521
1392.500000 93.724670 0.000761
1395.000000 90.396784 0.000694
1397.500000 90.738728 0.000684
1400.000000 93.724596 0.000193
1402.500000 93.279847 0.000586
1405.000000 98.428441 0.000331
1407.500000 102.789207 0.000139
1410.000000 104.169466 0.000193
1412.500000 106.072033 0.000465
1415.000000 101.863080 0.000409
1417.500000 101.622752 0.000167
1420.000000 101.103650 0.000088
1422.500000 100.313097 0.000239
1425.000000 99.884240 0.000151
1427.500000 98.086462 0.000314
1430.000000 98.656839 0.000998
1432.500000 101.139453 0.000558
1435.000000 107.503541 0.004043
1437.500000 109.265537 0.000512
1440.000000 108.908864 0.000081
1442.500000 106.586033 0.000076
1445.000000 112.845136 0.000259
1447.500000 115.409393 0.001523
1450.000000 111.672283 0.000431
1452.500000 109.581344 0.008766
1455.000000 112.001724 0.011137
1457.500000 111.315558 0.001528
1460.000000 108.329300 0.000175
1462.500000 107.279728 0.000397
1465.000000 110.699312 0.001215
1467.500000 113.278016 0.003208
1470.000000 114.057096 0.021046
1472.500000 114.086452 0.003714
1475.000000 111.874578 0.000350
1477.500000 106.692323 0.001480
1480.000000 106.173884 0.001105
1482.500000 105.645292 0.000587
1485.000000 105.745097 0.000274
1487.500000 109.891385 0.000595
1490.000000 113.217077 0.000290
1492.500000 110.880455 0.000133
1495.000000 112.262277 0.001555
1497.500000 113.681910 0.000075
1500.000000 115.058790 0.000131
1502.500000 120.044256 0.000083
1505.000000 124.941496 0.000096
1507.500000 124.725864 0.000755
1510.000000 123.878521 0.000808
1512.500000 122.736212 0.000135
1515.000000 122.567354 0.000135
1517.500000 118.196243 0.000077
1520.000000 121.333446 0.001066
1522.500000 120.605013 0.000866
1525.000000 120.343812 0.000841
1527.500000 115.833988 0.001255
1530.000000 120.190618 0.001404
1532.500000 119.917917 0.000262
1535.000000 122.920505 0.000318
1537.500000 122.107148 0.002862
1540.000000 122.972079 0.003189
1542.500000 127.839218 0.010997
1545.000000 127.877470 0.004506
1547.500000 124.276041 0.006111
1550.000000 125.125818 0.000488
1552.500000 128.090451 0.000404
1555.000000 129.715348 0.003819
1557.500000 131.912862 0.000347
1560.000000 130.878964 0.000644
1562.500000 130.599491 0.000883
1565.000000 128.486951 0.000073
1567.500000 133.169495 0.000193
1570.000000 134.993601 0.000138
1572.500000 134.249899 0.000116
1575.000000 136.164024 0.000066
1577.500000 138.222539 0.001242
1580.000000 141.916421 0.002353
1582.500000 138.985495 0.002770
1585.000000 137.872542 0.000717
1587.500000 137.600713 0.000525
1590.000000 139.367563 0.000404
1592.500000 135.774469 0.000297
1595.000000 133.799116 0.000232
1597.500000 131.926707 0.001011
1600.000000 133.836359 0.003759
1602.500000 133.916282 0.000369
1605.000000 136.726979 0.000335
1607.500000 135.366671 0.000226
1610.000000 132.516628 0.000206
1612.500000 132.628411 0.000289
1615.000000 133.225903 0.000360
1617.500000 133.066979 0.000145
1620.000000 133.657611 0.000664
1622.500000 131.836209 0.002019
1625.000000 134.263388 0.000683
1627.500000 134.165924 0.000090
1630.000000 131.052646 0.000101
1632.500000 133.756066 0.000159
1635.000000 133.841850 0.000154
1637.500000 141.019030 0.000494
1640.000000 144.636673 0.000406
1642.500000 141.563773 0.000800
1645.000000 138.656021 0.000439
1647.500000 136.784775 0.000340
1650.000000 138.889593 0.000106
1652.500000 139.618139 0.000707
1655.000000 137.410390 0.001347
1657.500000 136.459056 0.000503
1660.000000 140.131460 0.001387
1662.500000 140.169715 0.000227
1665.000000 141.759878 0.000250
1667.500000 142.549662 0.000128
1670.000000 147.048509 0.000233
1672.500000 145.986662 0.000311
1675.000000 143.423843 0.000249
1677.500000 144.452028 0.000058
1680.000000 145.676740 0.000110
1682.500000 147.687949 0.000169
1685.000000 147.534998 0.000096
1687.500000 148.513360 0.000038
1690.000000 149.492981 0.000055
1692.500000 148.844224 0.000205
1695.000000 151.129200 0.000339
1697.500000 151.311846 0.000788
1700.000000 149.591531 0.000207
1702.500000 151.876680 0.001619
1705.000000 149.234614 0.001151
1707.500000 145.228397 0.000290
1710.000000 148.634174 0.000458
1712.500000 150.771649 0.000103
1715.000000 149.983159 0.000061
1717.500000 151.582957 0.000141
1720.000000 150.947322 0.000119
1722.500000 146.506254 0.000074
1725.000000 144.217636 0.004029
1727.500000 147.831102 0.006132
1730.000000 152.365722 0.006902
1732.500000 151.868622 0.001577
1735.000000 150.976509 0.000254
1737.500000 153.373781 0.000280
1740.000000 154.670317 0.008802
1742.500000 155.052946 0.000497
1745.000000 153.599621 0.000225
1747.500000 149.751228 0.001439
1750.000000 152.531743 0.000850
1752.500000 156.230233 0.000499
1755.000000 158.534645 0.000299
1757.500000 156.222834 0.000672
1760.000000 154.145549 0.000274
1762.500000 152.517352 0.003508
1765.000000 153.360488 0.003992
1767.500000 154.304632 0.002597
1770.000000 155.264144 0.000179
1772.500000 156.081564 0.003743
1775.000000 157.447008 0.002026
1777.500000 157.540455 0.000530
1780.000000 158.299517 0.000843
1782.500000 156.711510 0.003465
1785.000000 156.894902 0.001076
1787.500000 154.234921 0.000448
1790.000000 151.508255 0.005528
1792.500000 153.374924 0.021208
1795.000000 152.212793 0.007218
1797.500000 153.759408 0.000288
1800.000000 151.645476 0.000253
1802.500000 149.709627 0.000595
1805.000000 149.139699 0.000427
1807.500000 150.940486 0.000424
1810.000000 152.974985 0.000268
1812.500000 150.509354 0.000575
1815.000000 154.191094 0.000327
1817.500000 156.924064 0.000650
1820.000000 154.035175 0.004729
1822.500000 153.564970 0.001187
1825.000000 154.386667 0.000152
1827.500000 154.233112 0.000079
1830.000000 151.498598 0.002191
1832.500000 154.096605 0.000467
1835.000000 156.237648 0.000597
1837.500000 161.572285 0.000231
1840.000000 159.061627 0.000263
1842.500000 157.432058 0.000209
1845.000000 162.541800 0.000147
1847.500000 163.931393 0.000181
1850.000000 168.103419 0.000216
1852.500000 163.545940 0.001302
1855.000000 159.564774 0.000129
1857.500000 161.345081 0.000656
1860.000000 164.661562 0.001033
1862.500000 164.173566 0.000968
1865.000000 162.930666 0.001236
1867.500000 164.594605 0.000400
1870.000000 165.076282 0.000400
1872.500000 166.452738 0.000215
1875.000000 167.341202 0.000725
1877.500000 166.575914 0.000664
1880.000000 163.935571 0.000573
1882.500000 163.071057 0.000197
1885.000000 167.119041 0.001217
1887.500000 168.133546 0.006872
1890.000000 164.775735 0.007482
1892.500000 168.138798 0.002781
1895.000000 168.082945 0.001914
1897.500000 169.827259 0.000451
1900.000000 167.981640 0.001363
1902.500000 166.706360 0.003908
1905.000000 165.516904 0.000347
1907.500000 161.024416 0.000565
1910.000000 159.432092 0.001504
1912.500000 163.016475 0.001357
1915.000000 160.407972 0.001547
1917.500000 160.287178 0.000799
1920.000000 162.727943 0.000118
1922.500000 161.545009 0.000436
1925.000000 163.000092 0.000352
1927.500000 161.485155 0.000794
1930.000000 163.180945 0.000537
1932.500000 161.334485 0.001107
1935.000000 164.333320 0.001690
1937.500000 166.081580 0.001880
1940.000000 166.586068 0.011680
1942.500000 167.190862 0.000981
1945.000000 165.570989 0.001287
1947.500000 162.921428 0.000602
1950.000000 165.884451 0.000309
1952.500000 163.345562 0.000290
1955.000000 165.293526 0.000517
1957.500000 167.583177 0.001913
1960.000000 168.016013 0.001020
1962.500000 168.699507 0.000102
1965.000000 168.768670 0.000081
1967.500000 168.067859 0.000987
1970.000000 168.802108 0.000421
1972.500000 169.731759 0.000285
1975.000000 170.494075 0.000715
1977.500000 172.011507 0.001840
1980.000000 171.619735 0.005057
1982.500000 169.072072 0.001700
1985.000000 164.560879 0.001254
1987.500000 165.553433 0.000175
1990.000000 169.214604 0.000388
1992.500000 168.035221 0.000158
1995.000000 169.725272 0.000309
1997.500000 174.090064 0.000175
2000.000000 175.956976 0.000372
2002.500000 180.546618 0.000581
2005.000000 179.509027 0.001493
2007.500000 179.293523 0.002329
2010.000000 180.536144 0.000966
2012.500000 178.692503 0.000077
2015.000000 174.782025 0.000273
2017.500000 172.968154 0.000064
2020.000000 172.957513 0.000447
2022.500000 172.957623 0.000470
2025.000000 169.538232 0.000181
2027.500000 166.095873 0.000129
2030.000000 168.614426 0.000063
2032.500000 172.261216 0.000277
2035.000000 175.172804 0.000765
2037.500000 173.460425 0.000704
2040.000000 168.749992 0.002269
2042.500000 167.622291 0.001841
2045.000000 168.916828 0.000970
2047.500000 168.112282 0.011087
2050.000000 171.946294 0.037900
2052.500000 172.796716 0.038345
2055.000000 173.299188 0.037959
2057.500000 174.665137 0.001848
2060.000000 172.265170 0.000948
2062.500000 174.199509 0.000475
2065.000000 177.278217 0.000294
2067.500000 177.329286 0.000732
2070.000000 180.151272 0.000978
2072.500000 177.953620 0.000596
2075.000000 176.684826 0.000376
2077.500000 177.611834 0.007205
2080.000000 177.600024 0.001030
2082.500000 177.131624 0.000529
2085.000000 175.450262 0.001586
2087.500000 175.210293 0.000153
2090.000000 176.410716 0.000249
2092.500000 175.921918 0.000243
2095.000000 178.483884 0.000185
2097.500000 181.279103 0.001698
2100.000000 182.629055 0.001271
2102.500000 179.101087 0.000700
2105.000000 178.519254 0.000904
2107.500000 178.686881 0.000385
2110.000000 179.231236 0.000171
2112.500000 178.235785 0.000227
2115.000000 176.447315 0.000323
2117.500000 176.970166 0.001098
2120.000000 176.747090 0.000414
2122.500000 182.487189 0.000335
2125.000000 182.192337 0.000417
2127.500000 181.393892 0.000102
2130.000000 182.793051 0.000055
2132.500000 185.109953 0.000114
2135.000000 181.246622 0.000215
2137.500000 176.473618 0.000085
2140.000000 178.540733 0.000124
2142.500000 181.120250 0.000094
2145.000000 184.833674 0.000075
2147.500000 185.304491 0.000383
2150.000000 186.338608 0.000094
2152.500000 186.425244 0.000078
2155.000000 186.338282 0.000987
2157.500000 186.585246 0.003592
2160.000000 186.193927 0.000332
2162.500000 185.709760 0.000673
2165.000000 183.365042 0.000408
2167.500000 182.055620 0.000815
2170.000000 180.850080 0.001526
2172.500000 181.906948 0.004324
2175.000000 181.814301 0.000512
2177.500000 183.419433 0.001129
2180.000000 184.012732 0.000774
2182.500000 181.625149 0.005154
2185.000000 180.665394 0.004970
2187.500000 178.373550 0.004003
2190.000000 183.663441 0.005604
2192.500000 187.534344 0.004814
2195.000000 188.094612 0.000815
2197.500000 187.774747 0.000633
2200.000000 186.562207 0.001796
2202.500000 187.028466 0.016443
2205.000000 191.572133 0.003385
2207.500000 192.302276 0.000523
2210.000000 195.450914 0.005289
2212.500000 193.964336 0.016189
2215.000000 191.226093 0.006321
2217.500000 189.910912 0.032160
2220.000000 189.651849 0.005088
2222.500000 189.604598 0.005689
2225.000000 187.474782 0.000208
2227.500000 189.056290 0.000228
2230.000000 185.987495 0.000380
2232.500000 185.877024 0.001547
2235.000000 188.473496 0.000535
2237.500000 192.679653 0.000225
2240.000000 189.300330 0.000319
2242.500000 188.780540 0.001884
